id,caption
18384,a black and brown puppy sitting on top of a stone walkway
18385,a man and woman smiling at the camera
18386,person and his friend person on the red carpet at their birthday party
18387,a plate with some food on it
18388,a woman standing on her head in a yoga pose
18389,a building with two story houses on the side
18390,a white cat is sleeping on the couch
18391,a bird cage with a pink background for the text to person
18392,a group of people standing in front of a building
18393,a kitchen with brick walls and white appliances
18394,a large crowd in the audience at a concert
18395,the shirt is on the table with a painting in it
18396,a man taking a shot of two women
18397,a young girl holding a paintbrush
18398,three posters with text and images for the first series of the nasa program
18399,"keep calm and happy with the new quote ` ` keep ' keep ` motivation keep keep, keep quotes, motivation quotes for life, words to"
18400,person sits in the audience ' s chair during a concert at the staples stadium
18401,"two women pose for the camera, one of them is hugging and smiling"
18402,a poster for international peace
18403,a large bubble floating over the grass with a building in the background
18404,a shirt with a humming on it
18405,a woman laying in bed with her legs crossed
18406,there is an airplane parked on the tar tare
18407,"a collage of images of canada ' s flag, an image of a canadian maple leaf and a photo of the canadian flag with images from a concert"
18408,a phone and an email message on the screen
18409,two girls with glasses and a blue shirt
18410,several screens in the room
18411,"the sculpture on the banks of the river thames and city skyline, london"
18412,a man in sunglasses sitting on top of a building
18413,people are sitting at a table and looking at each other people
18414,the batman t shirt on a table
18415,the front door to a house with ivy growing up it
18416,people are standing around a table with a man in the middle
18417,"the person ' s restaurant and bar thai noodle with chicken, rice and vegetables"
18418,a black shirt with a butterfly on it
18419,a man standing on top of a marble block
18420,the four photos show a girl with a head full of hair and some artwork
18421,the band performs on stage at the festival
18422,a man and woman pose for the camera
18423,a woman with curly hair
18424,pop artist performs during the tour
18425,a screenshot showing the various events in a video game
18426,a large group of chairs and a table with white flowers on them
18427,the game screen on a computer with a black and white image of a man standing next to it
18428,the empty store in a vacant building
18429,a group of people
18430,a person holding up a small red piece of glass
18431,this is a deck
18432,police walking down the street
18433,the rbc logo
18434,a group of people posing for the camera
18435,a bicycle sitting in the middle of a walkway
18436,a poster for the event
18437,a poster for the second annual of the punk fest
18438,people in a park with a sign and a man holding an ease
18439,a woman wearing a dress and holding a camera
18440,"people going down an escala essolal esc in san, california"
18441,a man sitting in a public bus
18442,the students are sitting at a long table
18443,the menu for this meal
18444,the view from the roof of a building in seattle
18445,a flyer for the event
18446,"the texting in the post is not clear, but it shows that it is still a few years after"
18447,a group of people painting in the park
18448,a poster with the capt of an image of person in the background
18449,two ice hockey teams are playing in a rink
18450,a large crowd at night time
18451,a large building with an empty parking area
18452,two people are in bed
18453,a black spiral staircase against a blue sky
18454,a black taree is set up on the back of the stadium seats
18455,a singer performing on stage at night
18456,a blur of people walking through a train station
18457,a large group of people walking across the street
18458,a group of people standing next to their bicycles on a bridge
18459,a watercolor painting by person
18460,the poster for a show of art and design
18461,a woman is sitting at a desk with her contents on the table
18462,a couple posing for the camera with their umbrella in the background
18463,the vamps - live at coach stadium in manchester
18464,"person and person sitting on stage in front of large screens, talking to each other people"
18465,a man holding a rainbow flag on stage
18466,trash on the sidewalk
18467,chocolate covered cherns on a white plate
